ENSG00000000003	TSPAN6
ENSG00000250687	AC146944.2
ENSG00000250688	TRAJ55
ENSG00000250705	AC008526.1
ENSG00000250722	SELENOP
ENSG00000250725	AC080079.1
ENSG00000250731	TPM3P6
ENSG00000250741	NT5C1B-RDH14
ENSG00000250746	AC105250.1
ENSG00000250747	AC116345.2
ENSG00000250752	RPL23AP96
ENSG00000250753	AC119751.4
ENSG00000250762	Z99943.2
ENSG00000250767	AC139783.1
ENSG00000250769	AC119751.5
ENSG00000250771	LOC100419170
ENSG00000250778	AC004980.4
ENSG00000250794	ALG1L12P
ENSG00000250796	AC112484.3
ENSG00000250826	HNRNPA3P13
ENSG00000250827	MFSD4BP1
ENSG00000250835	LSM3P4
ENSG00000250848	AC021087.2
ENSG00000250853	RNF138P1
ENSG00000250858	IGBP1P5
ENSG00000250859	HNRNPKP1
ENSG00000250862	HMGB1P29
ENSG00000250869	AC087359.1
ENSG00000250878	METTL21EP
ENSG00000250886	AC010368.1
ENSG00000250892	AC108475.1
ENSG00000250895	AC010409.2
ENSG00000250896	RNPS1P1
ENSG00000250933	GAPDHP66
ENSG00000250956	AC011416.2
ENSG00000250959	GLUD1P3
ENSG00000250962	AC090568.1
ENSG00000250966	AC023886.2
ENSG00000250980	AC113155.1
ENSG00000250982	GAPDHP35
ENSG00000250983	AC022296.2
ENSG00000251000	AC008592.3
ENSG00000251001	AC026427.2
ENSG00000251013	GAPDHP62
ENSG00000251017	AC093677.1
ENSG00000251025	NDUFB5P1
ENSG00000251032	CUL1P1
ENSG00000251046	ZNF969P
ENSG00000251050	AC112184.1
ENSG00000251056	ANKRD20A17P
ENSG00000251062	AC025459.1
ENSG00000251066	AC026700.1
ENSG00000251079	BMS1P2
ENSG00000251087	ALG1L3P
ENSG00000251107	PDCD5P2
ENSG00000251118	AC008549.3
ENSG00000251122	NIFKP2
ENSG00000251135	AC008565.1
ENSG00000251155	SEPT14P4
ENSG00000251158	AC131392.2
ENSG00000251177	AC093829.1
ENSG00000251178	AC083906.4
ENSG00000251184	AL672142.1
ENSG00000251192	ZNF674
ENSG00000251193	AC112203.1
ENSG00000251197	MICE
ENSG00000251201	TMED7-TICAM2
ENSG00000251203	AC011726.1
ENSG00000251211	AC136632.2
ENSG00000251215	GOLGA5P1
ENSG00000251229	AL645924.2
ENSG00000251234	PSMA2P2
ENSG00000251235	SNRPCP2
ENSG00000251246	AL691442.1
ENSG00000251247	ZNF345
ENSG00000251271	ALG1L7P
ENSG00000251285	AC097484.2
ENSG00000251287	ALG1L2
ENSG00000251288	AC018797.3
ENSG00000251299	SLC25A15P3
ENSG00000251306	NDUFB4P2
ENSG00000251308	MRPS33P3
ENSG00000251313	AC073648.4
ENSG00000251332	AC021106.2
ENSG00000251333	RTN3P1
ENSG00000251334	AC020593.1
ENSG00000251340	MTCYBP35
ENSG00000251348	HSPD1P11
ENSG00000251349	MSANTD3-TMEFF1
ENSG00000251354	AC024451.1
ENSG00000251357	AP000350.4
ENSG00000251369	ZNF550
ENSG00000251385	MTCYBP16
ENSG00000251400	ALDH7A1P1
ENSG00000251411	AC093827.3
ENSG00000251429	AC098679.3
ENSG00000251433	CCNHP1
ENSG00000251453	HAUS1P1
ENSG00000251467	AC020893.2
ENSG00000251468	AC135352.1
ENSG00000251470	ASNSP4
ENSG00000251474	RPL32P3
ENSG00000251478	AC008817.1
ENSG00000251491	OR7E28P
ENSG00000251495	PPIAP11
ENSG00000251503	CENPS-CORT
ENSG00000251508	AL133380.1
ENSG00000251516	AC098583.2
ENSG00000251520	AL162431.3
ENSG00000251535	AC079140.4
ENSG00000251537	AC005324.3
ENSG00000251544	MTND5P12
ENSG00000251546	IGKV1D-39
ENSG00000251550	AC091133.4
ENSG00000251552	COQ10BP2
ENSG00000251553	DDX18P4
ENSG00000251557	HNRNPKP3
ENSG00000251563	IARS2P1
ENSG00000251566	HMGB1P35
ENSG00000251569	AC093899.2
ENSG00000251571	DDX3P3
ENSG00000251578	TRBV21-1
ENSG00000251581	MICE
ENSG00000251583	AC008427.1
ENSG00000251585	AC026444.1
ENSG00000251593	MSNP1
ENSG00000251595	ABCA11P
ENSG00000251596	HADHAP1
ENSG00000251597	RPL37P25
ENSG00000251614	HSPA8P19
ENSG00000251624	UNC93B7
ENSG00000251630	AC119751.6
ENSG00000251634	AC145138.1
ENSG00000251639	AC092535.2
ENSG00000251656	PRELID3BP5
ENSG00000251667	BRCC3P1
ENSG00000251668	AC113404.2
ENSG00000251669	FAM86EP
ENSG00000251682	AC122718.2
ENSG00000253114	AC090151.1
ENSG00000253119	HNRNPA3P7
ENSG00000253132	IGHV3-62
ENSG00000253144	AC104117.2
ENSG00000253146	CIR1P1
ENSG00000253155	AC008676.3
ENSG00000253159	PCDHGA12
ENSG00000253166	AC131281.1
ENSG00000253173	AC084251.1
ENSG00000253175	AC023632.1
ENSG00000253179	CALCP
ENSG00000253180	AC104986.1
ENSG00000253183	AC005531.1
ENSG00000253188	TRBV6-7
ENSG00000253203	GUSBP3
ENSG00000253204	AC090281.1
ENSG00000253208	AC015743.1
ENSG00000253209	IGHV3-65
ENSG00000253213	AC010306.1
ENSG00000253218	KLF3P1
ENSG00000253219	KRT18P41
ENSG00000253223	AC110998.1
ENSG00000253228	NRBF2P4
ENSG00000253250	C8orf88
ENSG00000253251	AC008560.1
ENSG00000253273	AC022826.1
ENSG00000253276	CCDC71L
ENSG00000253291	TRBV7-7
ENSG00000253293	HOXA10
ENSG00000253299	AC025647.1
ENSG00000253304	TMEM200B
ENSG00000253305	PCDHGB6
ENSG00000253309	SERPINE3
ENSG00000253313	C1orf210
ENSG00000253326	AL606534.5
ENSG00000253330	AC024451.2
ENSG00000253332	AP005902.2
ENSG00000253333	AC146944.3
ENSG00000253341	AC115837.1
ENSG00000253346	AC109329.1
ENSG00000253359	IGHV3-37
ENSG00000253366	AC139272.1
ENSG00000253383	AC100784.1
ENSG00000253384	AC124242.2
ENSG00000253409	TRBV7-4
ENSG00000253421	ZNHIT1P1
ENSG00000253429	AP005660.1
ENSG00000253431	SRPK2P
ENSG00000253439	CDC42P5
ENSG00000253457	SMIM18
ENSG00000253463	HMGB1P19
ENSG00000253480	AC122713.1
ENSG00000253485	PCDHGA5
ENSG00000253488	FAM60DP
ENSG00000253492	CDH12P3
ENSG00000253504	MTCYBP19
ENSG00000253506	NACA2
ENSG00000253512	AC008562.1
ENSG00000253516	HMGB1P41
ENSG00000253517	XRCC6P4
ENSG00000253520	AC136628.3
ENSG00000253534	TRBV6-8
ENSG00000253537	PCDHGA7
ENSG00000253540	FAM86HP
ENSG00000253542	SDR16C6P
ENSG00000253543	AC083923.1
ENSG00000253544	C1GALT1P3
ENSG00000253545	IGHV3-52
ENSG00000253547	AP001858.1
ENSG00000253550	AC016065.2
ENSG00000253555	AC011978.1
ENSG00000253558	AC024568.1
ENSG00000253568	AC090572.1
ENSG00000253570	AC069120.2
ENSG00000253579	SUMO2P16
ENSG00000253588	ENSG00000253588
ENSG00000253598	SLC10A5
ENSG00000253600	AC008446.1
ENSG00000253605	HNRNPA1P38
ENSG00000253606	AFG3L2P1
ENSG00000253620	AC144568.1
ENSG00000253621	RPSAP74
ENSG00000253623	AC009879.1
ENSG00000253626	EIF5AL1
ENSG00000253646	AC010476.1
ENSG00000253651	SOD1P3
ENSG00000253667	AC100821.1
ENSG00000253676	TAGLN2P1
ENSG00000253680	AC093331.1
ENSG00000253683	AC027309.2
ENSG00000253697	AC103834.1
ENSG00000253709	IGHV1-14
ENSG00000253710	ALG11
ENSG00000253719	ATXN7L3B
ENSG00000253721	SUMO2P20
ENSG00000253729	PRKDC
ENSG00000253731	PCDHGA6
ENSG00000253755	IGHGP
ENSG00000253760	AC009812.2
ENSG00000253767	PCDHGA8
ENSG00000253770	HMGB1P23
ENSG00000253771	TPTE2P1
ENSG00000253772	AC112191.1
ENSG00000253780	IGHVIII-2-1
ENSG00000253785	AC008429.2
ENSG00000253793	AC008066.1
ENSG00000253797	UTP14C
ENSG00000253813	COX6B1P4
ENSG00000253816	AC138866.1
ENSG00000253828	MTND2P38
ENSG00000253831	ETV3L
ENSG00000253833	AC022868.1
ENSG00000253841	AC024681.1
ENSG00000253846	PCDHGA10
ENSG00000253861	SLC2A3P1
ENSG00000253862	IGHVIII-47-1
ENSG00000253869	PIGFP1
ENSG00000253873	PCDHGA11
ENSG00000253882	LOC154761
ENSG00000253883	IGHV3-19
ENSG00000253886	AC026688.1
ENSG00000253895	IGHVII-44-2
ENSG00000253899	AC067904.2
ENSG00000253900	CDH12P4
ENSG00000253908	AC104115.2
ENSG00000253910	PCDHGB2
ENSG00000253919	THAP12P7
ENSG00000253923	AP002981.1
ENSG00000253943	KRT18P37
ENSG00000253945	AC024995.1
ENSG00000253946	AC008489.1
ENSG00000253953	PCDHGB4
ENSG00000253954	HMGN1P38
ENSG00000253957	IGHV3-22
ENSG00000253971	CDC42P3
ENSG00000253981	ALG1L13P
ENSG00000253991	AP001207.2
ENSG00000253993	AC104027.1
ENSG00000253994	NDUFB9P3
ENSG00000253995	RPL10P18
ENSG00000253998	IGKV2-29
ENSG00000254004	ZNF260
ENSG00000254012	RPL10P8
ENSG00000254013	AC044849.1
ENSG00000254016	ALG1L10P
ENSG00000254017	IGHEP2
ENSG00000254025	BRIX1P1
ENSG00000254030	IGLC5
ENSG00000254046	IGHV1-17
ENSG00000254056	IGHV3-71
ENSG00000254065	AC024451.3
ENSG00000254076	AC110053.1
ENSG00000254079	AC012339.2
ENSG00000254087	LYN
ENSG00000254088	SLC2A3P4
ENSG00000254090	MTND2P32
ENSG00000254093	PINX1
ENSG00000254098	IGKV2-26
ENSG00000254103	AC009927.2
ENSG00000254114	HMGN1P28
ENSG00000254122	PCDHGB7
ENSG00000254126	CD8B2
ENSG00000254132	MTND6P3
ENSG00000254152	AC109329.2
ENSG00000254158	AC104117.4
ENSG00000254170	AC008802.1
ENSG00000254174	IGHV1-12
ENSG00000254181	SLC25A51P3
ENSG00000254185	AC021001.1
ENSG00000254190	AC023632.3
ENSG00000254193	AC131281.2
ENSG00000254198	AC113191.1
ENSG00000254200	AC008412.1
ENSG00000254206	NPIPB11
ENSG00000254221	PCDHGB1
ENSG00000254225	BTF3P1
ENSG00000254228	IGHV3-42
ENSG00000254229	FAM90A12P
ENSG00000254244	PAICSP4
ENSG00000254245	PCDHGA3
ENSG00000254252	RPL7P20
ENSG00000254253	AC022861.1
ENSG00000254272	AC087854.1
ENSG00000254273	AC018620.1
ENSG00000254285	KRT8P3
ENSG00000254294	AC021305.1
ENSG00000254311	SNRPCP17
ENSG00000254313	AC090821.2
ENSG00000254328	AC008429.4
ENSG00000254332	AF201337.1
ENSG00000254335	CDH12P1
ENSG00000254336	AC008694.2
ENSG00000254352	AC100854.1
ENSG00000254373	AC112191.2
ENSG00000254387	MYL12AP1
ENSG00000254395	IGHV4-55
ENSG00000254398	AC055876.2
ENSG00000254402	LRRC24
ENSG00000254405	MSH5-SAPCD1
ENSG00000254406	AP001994.1
ENSG00000254413	CHKB-CPT1B
ENSG00000254415	SIGLEC14
ENSG00000254440	PBOV1
ENSG00000254441	AP001646.1
ENSG00000254447	OR7E11P
ENSG00000254449	AP002765.1
ENSG00000254454	RCC2P6
ENSG00000254455	HIGD1AP10
ENSG00000254462	TMX2-CTNND1
ENSG00000254463	AC087276.1
ENSG00000254469	AP002495.1
ENSG00000254470	AP5B1
ENSG00000254472	OR4A49P
ENSG00000254478	AP004609.2
ENSG00000254481	AP000911.2
ENSG00000254502	AP003097.1
ENSG00000254503	AC010319.1
ENSG00000254505	CHMP4A
ENSG00000254507	DEFB131E
ENSG00000254512	PHBP2
ENSG00000254522	AP001767.1
ENSG00000254536	AL360181.3
ENSG00000254537	AL137161.1
ENSG00000254543	AC130365.1
ENSG00000254553	AL033529.1
ENSG00000254567	UBTFL9
ENSG00000254579	AC013488.1
ENSG00000254582	PSMA2P1
ENSG00000254589	EIF4A2P3
ENSG00000254593	OR7E126P
ENSG00000254598	CSNK2A3
ENSG00000254609	AC136443.1
ENSG00000254612	AP001000.1
ENSG00000254617	AP005435.2
ENSG00000254633	AL512590.2
ENSG00000254634	SMG1P6
ENSG00000254636	ARMS2
ENSG00000254640	ENSG00000254640
ENSG00000254667	ENSG00000254667
ENSG00000254673	AC110275.1
ENSG00000254678	AP005018.1
ENSG00000254681	PKD1P5
ENSG00000254683	SNRPCP6
ENSG00000254685	FPGT
ENSG00000254692	AL136295.1
ENSG00000254701	AC138866.2
ENSG00000254708	AL139174.1
ENSG00000254709	IGLL5
ENSG00000254712	AC087280.1
ENSG00000254713	HNRNPA1P72
ENSG00000254715	OR7E154P
ENSG00000254719	AC080023.2
ENSG00000254722	FAM8A2P
ENSG00000254726	MEX3A
ENSG00000254730	AP002453.2
ENSG00000254732	AP001931.1
ENSG00000254735	HMGB1P42
ENSG00000254743	OR10V3P
ENSG00000254748	HNRNPCP8
ENSG00000254750	CASP1P2
ENSG00000254759	NAP1L1P1
ENSG00000254765	AC011092.1
ENSG00000254772	EEF1G
ENSG00000254778	AL662828.1
ENSG00000254779	EGLN1P1
ENSG00000254780	AC023232.1
ENSG00000254781	AC091564.4
ENSG00000254783	AP003084.1
ENSG00000254788	CKLF-CMTM1
ENSG00000254792	AP003716.2
ENSG00000254793	FDPSP4
ENSG00000254805	SNRPCP14
ENSG00000254806	SYS1-DBNDD2
ENSG00000254811	LOC101928535
ENSG00000254838	GVINP1
ENSG00000254840	AC024405.2
ENSG00000254843	XIAPP2
ENSG00000254850	AC004923.2
ENSG00000254851	AP005018.2
ENSG00000254852	NPIPA2
ENSG00000254858	MPV17L2
ENSG00000254866	DEFB109D
ENSG00000254870	ATP6V1G2-DDX39B
ENSG00000254875	AL845464.1
ENSG00000254877	AP001636.2
ENSG00000254884	PRR13P2
ENSG00000254893	AC113404.3
ENSG00000254899	BX248516.1
ENSG00000254901	BORCS8
ENSG00000254912	AC135983.3
ENSG00000254917	OR7E15P
ENSG00000254944	ATP5F1P5
ENSG00000254948	OR7E158P
ENSG00000254949	AP001781.1
ENSG00000254957	AC111188.2
ENSG00000254959	INMT-MINDY4
ENSG00000254962	ENSG00000254962
ENSG00000254965	C1DP5
ENSG00000254974	AP001372.4
ENSG00000254976	AP001804.1
ENSG00000254978	ALG1L9P
ENSG00000254979	AP000781.2
ENSG00000254984	FTLP6
ENSG00000254986	DPP3
ENSG00000254995	STX16-NPEPL1
ENSG00000254996	ANKHD1-EIF4EBP3
ENSG00000254999	BRK1
ENSG00000255000	AC139103.1
ENSG00000255001	AC109635.3
ENSG00000255006	ELOCP22
ENSG00000255010	AP001767.2
ENSG00000255014	ARL6IP1P3
ENSG00000255030	AP001804.2
ENSG00000255037	AC136443.2
ENSG00000255040	MORF4L1P3
ENSG00000255042	LOC441601
ENSG00000255051	BCAS2P1
ENSG00000255057	AP003041.2
ENSG00000255059	AP000620.1
ENSG00000255063	AP001646.2
ENSG00000255072	PIGY
ENSG00000255073	ZFP91-CNTF
ENSG00000255074	AC018523.1
ENSG00000255104	AC005324.4
ENSG00000255107	AC079089.2
ENSG00000255111	AP006587.3
ENSG00000255112	CHMP1B
ENSG00000255122	AC068587.4
ENSG00000255128	AC130360.2
ENSG00000255138	GLTPP1
ENSG00000255141	HNRNPA1P76
ENSG00000255150	EID3
ENSG00000255152	MSH5-SAPCD1
ENSG00000255154	HTD2
ENSG00000255163	HSPE1P18
ENSG00000255185	PDXDC2P
ENSG00000255188	AP003327.1
ENSG00000255192	NANOGP8
ENSG00000255199	GTF2IP11
ENSG00000255200	PGAM1P8
ENSG00000255210	AP001889.1
ENSG00000255213	NPM1P35
ENSG00000255220	DDX18P5
ENSG00000255221	CARD17
ENSG00000255222	SETP17
ENSG00000255232	AC087441.2
ENSG00000255239	TREHP1
ENSG00000255245	FXYD6-FXYD2
ENSG00000255251	PRR23D1
ENSG00000255253	AC068587.5
ENSG00000255262	ELOBP2
ENSG00000255265	TMA16P1
ENSG00000255266	AP003484.1
ENSG00000255275	AL080251.1
ENSG00000255282	WTAPP1
ENSG00000255286	AP000907.2
ENSG00000255291	HMGB1P40
ENSG00000255292	SDHD
ENSG00000255302	EID1
ENSG00000255305	AP004607.7
ENSG00000255319	ENPP7P8
ENSG00000255329	H2AFZP4
ENSG00000255330	SOGA3
ENSG00000255339	AL133352.1
ENSG00000255342	AP000926.4
ENSG00000255346	NOX5
ENSG00000255353	AP003057.1
ENSG00000255358	AC019227.1
ENSG00000255361	AC103843.2
ENSG00000255378	PRR23D2
ENSG00000255381	AP001258.2
ENSG00000255387	AC015689.2
ENSG00000255397	AC022182.3
ENSG00000255419	MSH5-SAPCD1
ENSG00000255423	EBLN2
ENSG00000255430	CASP1P1
ENSG00000255432	AP001458.2
ENSG00000255437	AC023538.1
ENSG00000255439	AC135050.2
ENSG00000255450	AC110056.1
ENSG00000255459	AC105233.3
ENSG00000255464	SEPT14P8
ENSG00000255500	AC109635.6
ENSG00000255504	AP001533.1
ENSG00000255508	AP002990.1
ENSG00000255513	AC005363.1
ENSG00000255522	SNRPCP5
ENSG00000255524	NPIPB8
ENSG00000255526	NEDD8-MDP1
ENSG00000255529	POLR2M
ENSG00000255530	AF235103.2
ENSG00000255533	AC136475.6
ENSG00000255535	AP003041.3
ENSG00000255549	ENPP7P6
ENSG00000255552	LY6G6E
ENSG00000255561	FDXACB1
ENSG00000255562	UNC93B6
ENSG00000255563	AC021006.3
ENSG00000255566	AC135279.1
ENSG00000255569	TRAV1-1
ENSG00000255582	OR10G2
ENSG00000255583	AC084357.3
ENSG00000255585	LOC651337
ENSG00000255624	AC073585.1
ENSG00000255627	AC092862.1
ENSG00000255633	MTRNR2L9
ENSG00000255639	AC005833.3
ENSG00000255641	AC068775.2
ENSG00000255642	PABPC1P4
ENSG00000255663	AP002373.1
ENSG00000255690	TRIL
ENSG00000255703	AC127070.4
ENSG00000255725	TDGP1
ENSG00000255730	AC011462.1
ENSG00000255734	HNRNPABP1
ENSG00000255753	AC009533.2
ENSG00000255757	AC087894.1
ENSG00000255763	MRPS18CP4
ENSG00000255767	AC108488.2
ENSG00000255769	GOLGA2P10
ENSG00000255780	AC020611.1
ENSG00000255807	PTP4A1P2
ENSG00000255819	KLRC4-KLRK1
ENSG00000255823	MTRNR2L8
ENSG00000255835	AL117348.2
ENSG00000255836	AC131206.1
ENSG00000255837	TAS2R20
ENSG00000255863	AC073610.2
ENSG00000255872	AL138752.2
ENSG00000255875	AC008813.1
ENSG00000255883	FUNDC2P1
ENSG00000255903	RPL12P46
ENSG00000255909	PDCD5P1
ENSG00000255951	AC022364.2
ENSG00000255967	HADHAP2
ENSG00000255974	CYP2A6
ENSG00000255977	AC006927.1
ENSG00000255986	MT1JP
ENSG00000255987	TOMM20P2
ENSG00000255991	AC121334.1
ENSG00000255993	PSMC1P9
ENSG00000255996	AC005906.1
ENSG00000256021	ELOCP31
ENSG00000256029	AL590560.1
ENSG00000256030	CBX3P4
ENSG00000256037	MRPL40P1
ENSG00000256043	CTSO
ENSG00000256045	MTRNR2L10
ENSG00000256053	APOPT1
ENSG00000256056	AC087257.2
ENSG00000256060	AC003002.1
ENSG00000256061	DNAAF4
ENSG00000256069	A2MP1
ENSG00000256070	AC016956.1
ENSG00000256079	AC092451.2
ENSG00000256087	ZNF432
ENSG00000256091	MTRF1LP1
ENSG00000256093	AC122688.1
ENSG00000256100	AP000721.1
ENSG00000256103	ATP5J2P5
ENSG00000256134	EGLN3P1
ENSG00000256148	AP000763.2
ENSG00000256167	ATF4P4
ENSG00000256188	TAS2R30
ENSG00000256206	AC018523.2
ENSG00000256210	AC005255.1
ENSG00000256211	AC023512.1
ENSG00000256222	MTRNR2L3
ENSG00000256223	ZNF10
ENSG00000256229	ZNF486
ENSG00000256235	SMIM3
ENSG00000256238	SUPT16HP1
ENSG00000256243	AL121594.2
ENSG00000256269	HMBS
ENSG00000256274	AC018630.2
ENSG00000256280	AP006289.1
ENSG00000256283	METTL8P1
ENSG00000256293	AC135279.2
ENSG00000256294	ZNF225
ENSG00000256338	RPL41P2
ENSG00000256346	AC092470.1
ENSG00000256349	AP002748.4
ENSG00000256351	AC007834.2
ENSG00000256356	HSPA8P5
ENSG00000256358	AC016489.1
ENSG00000256361	AC027544.1
ENSG00000256374	PPIAL4D
ENSG00000256379	TRAV8-5
ENSG00000256385	UBE2NP1
ENSG00000256393	AC138123.1
ENSG00000256407	AL357673.1
ENSG00000256436	TAS2R31
ENSG00000256453	DND1
ENSG00000256463	SALL3
ENSG00000256464	YWHABP2
ENSG00000256474	TRAV11
ENSG00000256500	AL139300.1
ENSG00000256514	AP003419.2
ENSG00000256525	POLG2
ENSG00000256552	AC092745.2
ENSG00000256553	TRAV1-2
ENSG00000256563	NANOGNBP2
ENSG00000256566	AL049650.1
ENSG00000256574	OR13A1
ENSG00000256590	TRDV3
ENSG00000256591	AP003108.2
ENSG00000256594	LOC374443
ENSG00000256612	CYP2B7P
ENSG00000256614	AK6P1
ENSG00000256618	MTRNR2L1
ENSG00000256625	AC092747.2
ENSG00000256627	AC073651.2
ENSG00000256632	AC135586.2
ENSG00000256640	AC023051.2
ENSG00000256646	AC010132.3
ENSG00000256651	AC006518.1
ENSG00000256657	AC244131.1
ENSG00000256664	AC025423.2
ENSG00000256667	KLRA1P
ENSG00000256671	LIMS4
ENSG00000256673	AC141557.1
ENSG00000256682	AC006518.2
ENSG00000256683	ZNF350
ENSG00000256708	AC007458.1
ENSG00000256720	BTG1P1
ENSG00000256723	AP003717.3
ENSG00000256734	AC027544.3
ENSG00000256737	RBBP4P5
ENSG00000256745	AP002784.2
ENSG00000256756	TIMM17BP1
ENSG00000256771	ZNF253
ENSG00000256779	AP002383.4
ENSG00000256799	AC005832.3
ENSG00000256804	AC138466.2
ENSG00000256817	TPT1P12
ENSG00000256825	AC026786.1
ENSG00000256826	ATP5J2P4
ENSG00000256843	AC023157.2
ENSG00000256847	CCND2P1
ENSG00000256849	TCP1P3
ENSG00000256852	KNOP1P1
ENSG00000256861	AC048338.1
ENSG00000256870	SLC5A8
ENSG00000256892	MTRNR2L7
ENSG00000256896	PSMC1P8
ENSG00000256898	AP002770.2
ENSG00000256917	AC008033.2
ENSG00000256950	AC069503.2
ENSG00000256951	AC055876.3
ENSG00000256966	AL513165.2
ENSG00000256968	SNRPEP2
ENSG00000256977	LIMS3
ENSG00000256980	KHDC1L
ENSG00000256981	AC134349.2
ENSG00000256987	AC023050.4
ENSG00000257005	AC027667.1
ENSG00000257017	HP
ENSG00000257037	RARSP1
ENSG00000257043	AP006296.1
ENSG00000257053	Z98941.1
ENSG00000257065	AL049844.1
ENSG00000257074	RPL29P33
ENSG00000257093	KIAA1147
ENSG00000257103	LSM14A
ENSG00000257108	NHLRC4
ENSG00000257113	AC090502.2
ENSG00000257119	EEF1B2P4
ENSG00000257122	RRN3P3
ENSG00000257127	CLLU1
ENSG00000257150	PGAM1P5
ENSG00000257169	AC125612.1
ENSG00000257171	CR383658.2
ENSG00000257175	CR383656.2
ENSG00000257179	HMGN2P6
ENSG00000257184	AC004080.3
ENSG00000257195	HNRNPA1P50
ENSG00000257199	AC025161.1
ENSG00000257207	AC112229.3
ENSG00000257210	NACAP3
ENSG00000257218	GATC
ENSG00000257231	DYNLL1P4
ENSG00000257242	LINC01619
ENSG00000257243	AC020612.1
ENSG00000257246	PHBP19
ENSG00000257267	ZNF271P
ENSG00000257281	AC009729.1
ENSG00000257288	AC068305.2
ENSG00000257307	AL162311.2
ENSG00000257315	ZBED6
ENSG00000257341	AL928654.4
ENSG00000257350	AC027287.1
ENSG00000257355	AC008770.2
ENSG00000257365	FNTB
ENSG00000257390	AC023055.1
ENSG00000257411	AC034102.2
ENSG00000257446	ZNF878
ENSG00000257464	AC125611.1
ENSG00000257473	HLA-DQA2
ENSG00000257489	AC010203.1
ENSG00000257501	LOC643711
ENSG00000257506	AC133555.1
ENSG00000257511	AC084824.1
ENSG00000257512	AC124947.2
ENSG00000257513	NPIPB1P
ENSG00000257529	RPL36A-HNRNPH2
ENSG00000257531	AC008147.3
ENSG00000257539	HSPA8P14
ENSG00000257542	OR7E47P
ENSG00000257564	AC068993.1
ENSG00000257569	GSTP1P1
ENSG00000257576	HSPD1P4
ENSG00000257591	ZNF625
ENSG00000257594	GALNT4
ENSG00000257611	AC010182.1
ENSG00000257624	AC004024.1
ENSG00000257645	AC087897.1
ENSG00000257662	EIF4A1P12
ENSG00000257666	CBX3P5
ENSG00000257668	AC084033.2
ENSG00000257675	BTBD10P1
ENSG00000257691	AC133555.2
ENSG00000257704	INAFM1
ENSG00000257727	CNPY2
ENSG00000257730	LSM6P2
ENSG00000257731	CR383656.9
ENSG00000257751	AL512310.5
ENSG00000257752	AC091516.1
ENSG00000257758	KRT18P20
ENSG00000257773	AC011595.2
ENSG00000257779	AC078814.4
ENSG00000257790	EIF4A1P4
ENSG00000257800	FNBP1P1
ENSG00000257802	AC089984.2
ENSG00000257838	LOC653786
ENSG00000257846	AL512310.6
ENSG00000257847	LSM3P2
ENSG00000257851	HNRNPA3P10
ENSG00000257872	AC233290.1
ENSG00000257884	AL512310.7
ENSG00000257885	PHBP18
ENSG00000257907	EEF1A1P17
ENSG00000257921	AC025165.3
ENSG00000257923	CUX1
ENSG00000257941	AC011611.5
ENSG00000257949	TEN1
ENSG00000257950	P2RX5-TAX1BP3
ENSG00000257954	AC125611.2
ENSG00000257956	NOP56P3
ENSG00000257957	QRSL1P3
ENSG00000257966	OLA1P3
ENSG00000258012	AC026111.1
ENSG00000258013	RPL3P13
ENSG00000258016	HIGD1AP1
ENSG00000258033	AC063947.2
ENSG00000258052	AC025263.2
ENSG00000258064	AC073612.1
ENSG00000258072	AC126177.7
ENSG00000258073	AC128657.1
ENSG00000258080	ARHGAP42P4
ENSG00000258090	AC093014.1
ENSG00000258102	MAP1LC3B2
ENSG00000258111	AC079316.1
ENSG00000258116	AC008083.2
ENSG00000258118	AC010198.2
ENSG00000258120	KRT128P
ENSG00000258128	AC079598.2
ENSG00000258130	AC106782.1
ENSG00000258150	AC133555.3
ENSG00000258153	HSPE1P4
ENSG00000258154	AL512356.2
ENSG00000258159	IMMP1LP2
ENSG00000258179	AC079598.4
ENSG00000258186	SLC7A5P2
ENSG00000258204	AC008126.1
ENSG00000258223	PRSS58
ENSG00000258224	AC090049.2
ENSG00000258233	ARHGAP42P5
ENSG00000258245	RPL10P13
ENSG00000258282	AL121766.1
ENSG00000258284	POLR2KP1
ENSG00000258289	CHURC1
ENSG00000258290	BRWD1P2
ENSG00000258300	NUTF2P2
ENSG00000258304	AC233290.2
ENSG00000258311	AC009779.3
ENSG00000258315	C17orf49
ENSG00000258352	AC119044.1
ENSG00000258357	AC023161.2
ENSG00000258359	PCNPP1
ENSG00000258366	RTEL1
ENSG00000258367	CR383656.14
ENSG00000258373	SLC25A3P2
ENSG00000258375	AC079363.1
ENSG00000258385	AL391516.1
ENSG00000258388	PPT2-EGFL8
ENSG00000258401	AL512361.1
ENSG00000258405	ZNF578
ENSG00000258417	AC100868.1
ENSG00000258427	RBM8B
ENSG00000258429	PDF
ENSG00000258445	AL132777.1
ENSG00000258446	AL133153.1
ENSG00000258448	AL442663.2
ENSG00000258452	AC022404.1
ENSG00000258456	PTCD2P1
ENSG00000258465	AL139011.2
ENSG00000258466	AL049779.1
ENSG00000258469	CHMP4BP1
ENSG00000258472	AC005726.2
ENSG00000258477	PPIAP6
ENSG00000258482	TRAV15
ENSG00000258484	SPESP1
ENSG00000258488	AC023310.1
ENSG00000258493	AL121603.1
ENSG00000258500	AL845552.1
ENSG00000258501	EIF3LP1
ENSG00000258506	AL163642.1
ENSG00000258509	AL049870.1
ENSG00000258529	AP001781.3
ENSG00000258531	BANF1P1
